ring_radius,gap,FSR,Q_factor,dip_depth
10.0,0.15,0.2654471418267399,11.213500899571434,0.48030739233723313
10.0,0.2,0.24882426233080435,18.64422285728198,0.48430958859545553
10.0,0.25,0.19050075449685688,21.413563549718393,0.476502921342774
12.0,0.15,0.2736121850794533,10.441677083542045,0.4784133586184916
12.0,0.2,0.2667355715018387,15.137823283142778,0.4723012705520123
12.0,0.25,0.20593765972964517,23.72003224050835,0.4629523157875806
15.0,0.15,nan,8.794202752370543,0.4700225811584365
15.0,0.2,0.24650269187525664,12.511906713824272,0.45752062225407464
15.0,0.25,0.22302438209986342,21.898385711956703,0.45554739379871795
